Driver;Track;Session;SessionStart;Kart;Lap;LapTime;Date
SKINNYTARZAN;0;46;19:15;9;1;39.153;24/09/2025
SKINNYTARZAN;0;46;19:15;9;2;37.582;24/09/2025
SKINNYTARZAN;0;46;19:15;9;3;37.283;24/09/2025
SKINNYTARZAN;0;46;19:15;9;4;36.716;24/09/2025
SKINNYTARZAN;0;46;19:15;9;5;36.47;24/09/2025
SKINNYTARZAN;0;46;19:15;9;6;36.34;24/09/2025
SKINNYTARZAN;0;46;19:15;9;7;36.281;24/09/2025
SKINNYTARZAN;0;46;19:15;9;8;36.283;24/09/2025
SKINNYTARZAN;0;46;19:15;9;9;36.022;24/09/2025
SKINNYTARZAN;0;46;19:15;9;10;36.186;24/09/2025
SKINNYTARZAN;0;46;19:15;9;11;35.807;24/09/2025
SKINNYTARZAN;0;46;19:15;9;12;35.825;24/09/2025
SKINNYTARZAN;0;46;19:15;9;13;36.82;24/09/2025
SKINNYTARZAN;0;46;19:15;9;14;35.49;24/09/2025
SKINNYTARZAN;0;46;19:15;9;15;35.99;24/09/2025
SKINNYTARZAN;0;46;19:15;9;16;36.671;24/09/2025
SKINNYTARZAN;0;46;19:15;9;17;35.897;24/09/2025
SKINNYTARZAN;0;46;19:15;9;18;35.859;24/09/2025
SKINNYTARZAN;0;46;19:15;9;19;36.029;24/09/2025
SKINNYTARZAN;0;46;19:15;9;20;36.165;24/09/2025
SKINNYTARZAN;0;46;19:15;9;21;36.309;24/09/2025
KING_BOUBOU;0;46;19:15;8;1;43.16;24/09/2025
KING_BOUBOU;0;46;19:15;8;2;39.479;24/09/2025
KING_BOUBOU;0;46;19:15;8;3;37.547;24/09/2025
KING_BOUBOU;0;46;19:15;8;4;37.301;24/09/2025
KING_BOUBOU;0;46;19:15;8;5;36.852;24/09/2025
KING_BOUBOU;0;46;19:15;8;6;37.077;24/09/2025
KING_BOUBOU;0;46;19:15;8;7;37.015;24/09/2025
KING_BOUBOU;0;46;19:15;8;8;36.403;24/09/2025
KING_BOUBOU;0;46;19:15;8;9;36.497;24/09/2025
KING_BOUBOU;0;46;19:15;8;10;37.043;24/09/2025
KING_BOUBOU;0;46;19:15;8;11;35.858;24/09/2025
KING_BOUBOU;0;46;19:15;8;12;36.284;24/09/2025
KING_BOUBOU;0;46;19:15;8;13;36.287;24/09/2025
KING_BOUBOU;0;46;19:15;8;14;35.951;24/09/2025
KING_BOUBOU;0;46;19:15;8;15;36.439;24/09/2025
KING_BOUBOU;0;46;19:15;8;16;36.046;24/09/2025
KING_BOUBOU;0;46;19:15;8;17;36.252;24/09/2025
KING_BOUBOU;0;46;19:15;8;18;35.953;24/09/2025
KING_BOUBOU;0;46;19:15;8;19;36.312;24/09/2025
KING_BOUBOU;0;46;19:15;8;20;36.003;24/09/2025
FATALSFINX;0;46;19:15;18;1;41.337;24/09/2025
FATALSFINX;0;46;19:15;18;2;38.015;24/09/2025
FATALSFINX;0;46;19:15;18;3;37.156;24/09/2025
FATALSFINX;0;46;19:15;18;4;36.705;24/09/2025
FATALSFINX;0;46;19:15;18;5;37.12;24/09/2025
FATALSFINX;0;46;19:15;18;6;37.618;24/09/2025
FATALSFINX;0;46;19:15;18;7;37.315;24/09/2025
FATALSFINX;0;46;19:15;18;8;36.554;24/09/2025
FATALSFINX;0;46;19:15;18;9;36.568;24/09/2025
FATALSFINX;0;46;19:15;18;10;36.52;24/09/2025
FATALSFINX;0;46;19:15;18;11;36.514;24/09/2025
FATALSFINX;0;46;19:15;18;12;36.374;24/09/2025
FATALSFINX;0;46;19:15;18;13;36.178;24/09/2025
FATALSFINX;0;46;19:15;18;14;36.782;24/09/2025
FATALSFINX;0;46;19:15;18;15;36.345;24/09/2025
FATALSFINX;0;46;19:15;18;16;36.234;24/09/2025
FATALSFINX;0;46;19:15;18;17;37.227;24/09/2025
FATALSFINX;0;46;19:15;18;18;36.22;24/09/2025
FATALSFINX;0;46;19:15;18;19;36.2;24/09/2025
FATALSFINX;0;46;19:15;18;20;36.614;24/09/2025
NOTAZDA;0;46;19:15;16;1;44.953;24/09/2025
NOTAZDA;0;46;19:15;16;2;39.459;24/09/2025
NOTAZDA;0;46;19:15;16;3;38.615;24/09/2025
NOTAZDA;0;46;19:15;16;4;38.499;24/09/2025
NOTAZDA;0;46;19:15;16;5;38.053;24/09/2025
NOTAZDA;0;46;19:15;16;6;37.855;24/09/2025
NOTAZDA;0;46;19:15;16;7;38.941;24/09/2025
NOTAZDA;0;46;19:15;16;8;37.846;24/09/2025
NOTAZDA;0;46;19:15;16;9;38.833;24/09/2025
NOTAZDA;0;46;19:15;16;10;37.658;24/09/2025
NOTAZDA;0;46;19:15;16;11;37.352;24/09/2025
NOTAZDA;0;46;19:15;16;12;38.182;24/09/2025
NOTAZDA;0;46;19:15;16;13;39.626;24/09/2025
NOTAZDA;0;46;19:15;16;14;37.692;24/09/2025
NOTAZDA;0;46;19:15;16;15;39.917;24/09/2025
NOTAZDA;0;46;19:15;16;16;36.984;24/09/2025
NOTAZDA;0;46;19:15;16;17;37.632;24/09/2025
NOTAZDA;0;46;19:15;16;18;37.12;24/09/2025
NOTAZDA;0;46;19:15;16;19;37.698;24/09/2025
APR MATTIAS;0;48;19:45;21;1;36.82;24/09/2025
APR MATTIAS;0;48;19:45;21;2;35.044;24/09/2025
APR MATTIAS;0;48;19:45;21;3;35.377;24/09/2025
APR MATTIAS;0;48;19:45;21;4;35.779;24/09/2025
APR MATTIAS;0;48;19:45;21;5;34.743;24/09/2025
APR MATTIAS;0;48;19:45;21;6;34.417;24/09/2025
APR MATTIAS;0;48;19:45;21;7;34.672;24/09/2025
APR MATTIAS;0;48;19:45;21;8;34.366;24/09/2025
APR MATTIAS;0;48;19:45;21;9;34.584;24/09/2025
APR MATTIAS;0;48;19:45;21;10;34.302;24/09/2025
APR MATTIAS;0;48;19:45;21;11;34.45;24/09/2025
APR MATTIAS;0;48;19:45;21;12;34.401;24/09/2025
APR MATTIAS;0;48;19:45;21;13;34.152;24/09/2025
APR MATTIAS;0;48;19:45;21;14;34.409;24/09/2025
APR MATTIAS;0;48;19:45;21;15;34.208;24/09/2025
APR MATTIAS;0;48;19:45;21;16;34.182;24/09/2025
APR MATTIAS;0;48;19:45;21;17;34.633;24/09/2025
APR MATTIAS;0;48;19:45;21;18;34.213;24/09/2025
APR MATTIAS;0;48;19:45;21;19;34.268;24/09/2025
APR MATTIAS;0;48;19:45;21;20;34.149;24/09/2025
APR MATTIAS;0;48;19:45;21;21;34.384;24/09/2025
THIBROODJE;0;48;19:45;4;1;35.657;24/09/2025
THIBROODJE;0;48;19:45;4;2;35.226;24/09/2025
THIBROODJE;0;48;19:45;4;3;35.293;24/09/2025
THIBROODJE;0;48;19:45;4;4;35.212;24/09/2025
THIBROODJE;0;48;19:45;4;5;34.922;24/09/2025
THIBROODJE;0;48;19:45;4;6;34.863;24/09/2025
THIBROODJE;0;48;19:45;4;7;34.927;24/09/2025
THIBROODJE;0;48;19:45;4;8;34.697;24/09/2025
THIBROODJE;0;48;19:45;4;9;34.703;24/09/2025
THIBROODJE;0;48;19:45;4;10;34.629;24/09/2025
THIBROODJE;0;48;19:45;4;11;34.419;24/09/2025
THIBROODJE;0;48;19:45;4;12;34.674;24/09/2025
THIBROODJE;0;48;19:45;4;13;34.757;24/09/2025
THIBROODJE;0;48;19:45;4;14;34.755;24/09/2025
THIBROODJE;0;48;19:45;4;15;34.555;24/09/2025
THIBROODJE;0;48;19:45;4;16;34.532;24/09/2025
THIBROODJE;0;48;19:45;4;17;35.215;24/09/2025
THIBROODJE;0;48;19:45;4;18;34.444;24/09/2025
THIBROODJE;0;48;19:45;4;19;34.965;24/09/2025
THIBROODJE;0;48;19:45;4;20;35.025;24/09/2025
THIBROODJE;0;48;19:45;4;21;34.709;24/09/2025
THIBROODJE;0;48;19:45;4;22;34.513;24/09/2025
JENZIE_;0;48;19:45;17;1;35.701;24/09/2025
JENZIE_;0;48;19:45;17;2;35.308;24/09/2025
JENZIE_;0;48;19:45;17;3;34.892;24/09/2025
JENZIE_;0;48;19:45;17;4;35.154;24/09/2025
JENZIE_;0;48;19:45;17;5;35.579;24/09/2025
JENZIE_;0;48;19:45;17;6;34.761;24/09/2025
JENZIE_;0;48;19:45;17;7;34.993;24/09/2025
JENZIE_;0;48;19:45;17;8;34.836;24/09/2025
JENZIE_;0;48;19:45;17;9;34.7;24/09/2025
JENZIE_;0;48;19:45;17;10;35.339;24/09/2025
JENZIE_;0;48;19:45;17;11;34.86;24/09/2025
JENZIE_;0;48;19:45;17;12;35.227;24/09/2025
JENZIE_;0;48;19:45;17;13;34.767;24/09/2025
JENZIE_;0;48;19:45;17;14;34.52;24/09/2025
JENZIE_;0;48;19:45;17;15;34.666;24/09/2025
JENZIE_;0;48;19:45;17;16;34.58;24/09/2025
JENZIE_;0;48;19:45;17;17;34.727;24/09/2025
JENZIE_;0;48;19:45;17;18;34.458;24/09/2025
JENZIE_;0;48;19:45;17;19;34.519;24/09/2025
JENZIE_;0;48;19:45;17;20;34.433;24/09/2025
JENZIE_;0;48;19:45;17;21;35.426;24/09/2025
TOEP;0;48;19:45;19;1;36.379;24/09/2025
TOEP;0;48;19:45;19;2;37.181;24/09/2025
TOEP;0;48;19:45;19;3;35.219;24/09/2025
TOEP;0;48;19:45;19;4;35.085;24/09/2025
TOEP;0;48;19:45;19;5;35.0;24/09/2025
TOEP;0;48;19:45;19;6;35.031;24/09/2025
TOEP;0;48;19:45;19;7;35.022;24/09/2025
TOEP;0;48;19:45;19;8;35.097;24/09/2025
TOEP;0;48;19:45;19;9;35.109;24/09/2025
TOEP;0;48;19:45;19;10;34.919;24/09/2025
TOEP;0;48;19:45;19;11;35.127;24/09/2025
TOEP;0;48;19:45;19;12;35.143;24/09/2025
TOEP;0;48;19:45;19;13;35.013;24/09/2025
TOEP;0;48;19:45;19;14;35.234;24/09/2025
TOEP;0;48;19:45;19;15;34.937;24/09/2025
TOEP;0;48;19:45;19;16;34.955;24/09/2025
TOEP;0;48;19:45;19;17;34.936;24/09/2025
TOEP;0;48;19:45;19;18;34.961;24/09/2025
TOEP;0;48;19:45;19;19;34.905;24/09/2025
TOEP;0;48;19:45;19;20;34.875;24/09/2025
TOEP;0;48;19:45;19;21;34.728;24/09/2025
TOEP;0;48;19:45;19;22;35.679;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;1;38.795;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;2;35.449;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;3;36.037;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;4;35.591;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;5;35.582;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;6;36.05;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;7;35.084;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;8;35.121;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;9;35.542;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;10;35.549;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;11;35.216;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;12;35.561;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;13;35.822;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;14;35.153;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;15;35.119;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;16;35.079;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;17;35.114;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;18;35.328;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;19;35.056;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;20;34.87;24/09/2025
SNELLER DAN WUTZ;0;48;19:45;5;21;35.211;24/09/2025
WUTZ;0;48;19:45;7;1;36.595;24/09/2025
WUTZ;0;48;19:45;7;2;36.3;24/09/2025
WUTZ;0;48;19:45;7;3;36.569;24/09/2025
WUTZ;0;48;19:45;7;4;36.398;24/09/2025
WUTZ;0;48;19:45;7;5;35.503;24/09/2025
WUTZ;0;48;19:45;7;6;35.494;24/09/2025
WUTZ;0;48;19:45;7;7;35.678;24/09/2025
WUTZ;0;48;19:45;7;8;35.571;24/09/2025
WUTZ;0;48;19:45;7;9;35.772;24/09/2025
WUTZ;0;48;19:45;7;10;36.182;24/09/2025
WUTZ;0;48;19:45;7;11;35.26;24/09/2025
WUTZ;0;48;19:45;7;12;36.203;24/09/2025
WUTZ;0;48;19:45;7;13;35.915;24/09/2025
WUTZ;0;48;19:45;7;14;35.112;24/09/2025
WUTZ;0;48;19:45;7;15;36.195;24/09/2025
WUTZ;0;48;19:45;7;16;35.548;24/09/2025
WUTZ;0;48;19:45;7;17;35.472;24/09/2025
WUTZ;0;48;19:45;7;18;35.416;24/09/2025
WUTZ;0;48;19:45;7;19;35.56;24/09/2025
WUTZ;0;48;19:45;7;20;35.856;24/09/2025
WUTZ;0;48;19:45;7;21;35.368;24/09/2025
SKINNYTARZAN;0;48;19:45;18;1;36.214;24/09/2025
SKINNYTARZAN;0;48;19:45;18;2;35.884;24/09/2025
SKINNYTARZAN;0;48;19:45;18;3;35.852;24/09/2025
SKINNYTARZAN;0;48;19:45;18;4;35.429;24/09/2025
SKINNYTARZAN;0;48;19:45;18;5;35.528;24/09/2025
SKINNYTARZAN;0;48;19:45;18;6;35.408;24/09/2025
SKINNYTARZAN;0;48;19:45;18;7;35.544;24/09/2025
SKINNYTARZAN;0;48;19:45;18;8;35.533;24/09/2025
SKINNYTARZAN;0;48;19:45;18;9;36.541;24/09/2025
SKINNYTARZAN;0;48;19:45;18;10;36.711;24/09/2025
SKINNYTARZAN;0;48;19:45;18;11;35.519;24/09/2025
SKINNYTARZAN;0;48;19:45;18;12;35.451;24/09/2025
SKINNYTARZAN;0;48;19:45;18;13;35.487;24/09/2025
SKINNYTARZAN;0;48;19:45;18;14;36.707;24/09/2025
SKINNYTARZAN;0;48;19:45;18;15;35.713;24/09/2025
SKINNYTARZAN;0;48;19:45;18;16;35.41;24/09/2025
SKINNYTARZAN;0;48;19:45;18;17;35.665;24/09/2025
SKINNYTARZAN;0;48;19:45;18;18;35.578;24/09/2025
SKINNYTARZAN;0;48;19:45;18;19;35.559;24/09/2025
SKINNYTARZAN;0;48;19:45;18;20;35.33;24/09/2025
SKINNYTARZAN;0;48;19:45;18;21;35.537;24/09/2025
KING_BOUBOU;0;48;19:45;16;1;37.186;24/09/2025
KING_BOUBOU;0;48;19:45;16;2;38.051;24/09/2025
KING_BOUBOU;0;48;19:45;16;3;36.453;24/09/2025
KING_BOUBOU;0;48;19:45;16;4;37.093;24/09/2025
KING_BOUBOU;0;48;19:45;16;5;39.253;24/09/2025
KING_BOUBOU;0;48;19:45;16;6;36.242;24/09/2025
KING_BOUBOU;0;48;19:45;16;7;37.459;24/09/2025
KING_BOUBOU;0;48;19:45;16;8;36.16;24/09/2025
KING_BOUBOU;0;48;19:45;16;9;35.604;24/09/2025
KING_BOUBOU;0;48;19:45;16;10;35.726;24/09/2025
KING_BOUBOU;0;48;19:45;16;11;36.167;24/09/2025
KING_BOUBOU;0;48;19:45;16;12;35.912;24/09/2025
KING_BOUBOU;0;48;19:45;16;13;37.294;24/09/2025
KING_BOUBOU;0;48;19:45;16;14;35.334;24/09/2025
KING_BOUBOU;0;48;19:45;16;15;37.7;24/09/2025
KING_BOUBOU;0;48;19:45;16;16;35.966;24/09/2025
KING_BOUBOU;0;48;19:45;16;17;36.086;24/09/2025
KING_BOUBOU;0;48;19:45;16;18;36.219;24/09/2025
KING_BOUBOU;0;48;19:45;16;19;36.415;24/09/2025
KING_BOUBOU;0;48;19:45;16;20;36.173;24/09/2025
KING_BOUBOU;0;48;19:45;16;21;35.344;24/09/2025
DARCO9;0;48;19:45;9;1;38.446;24/09/2025
DARCO9;0;48;19:45;9;2;37.73;24/09/2025
DARCO9;0;48;19:45;9;3;37.727;24/09/2025
DARCO9;0;48;19:45;9;4;36.178;24/09/2025
DARCO9;0;48;19:45;9;5;35.807;24/09/2025
DARCO9;0;48;19:45;9;6;36.445;24/09/2025
DARCO9;0;48;19:45;9;7;35.718;24/09/2025
DARCO9;0;48;19:45;9;8;36.001;24/09/2025
DARCO9;0;48;19:45;9;9;36.222;24/09/2025
DARCO9;0;48;19:45;9;10;35.926;24/09/2025
DARCO9;0;48;19:45;9;11;36.385;24/09/2025
DARCO9;0;48;19:45;9;12;35.668;24/09/2025
DARCO9;0;48;19:45;9;13;35.853;24/09/2025
DARCO9;0;48;19:45;9;14;35.971;24/09/2025
DARCO9;0;48;19:45;9;15;35.831;24/09/2025
DARCO9;0;48;19:45;9;16;36.623;24/09/2025
DARCO9;0;48;19:45;9;17;35.689;24/09/2025
DARCO9;0;48;19:45;9;18;35.422;24/09/2025
DARCO9;0;48;19:45;9;19;35.807;24/09/2025
DARCO9;0;48;19:45;9;20;35.608;24/09/2025
DARCO9;0;48;19:45;9;21;36.563;24/09/2025
FATALSFINX;0;48;19:45;20;1;36.97;24/09/2025
FATALSFINX;0;48;19:45;20;2;36.422;24/09/2025
FATALSFINX;0;48;19:45;20;3;36.101;24/09/2025
FATALSFINX;0;48;19:45;20;4;37.576;24/09/2025
FATALSFINX;0;48;19:45;20;5;36.307;24/09/2025
FATALSFINX;0;48;19:45;20;6;35.988;24/09/2025
FATALSFINX;0;48;19:45;20;7;36.019;24/09/2025
FATALSFINX;0;48;19:45;20;8;36.454;24/09/2025
FATALSFINX;0;48;19:45;20;9;36.357;24/09/2025
FATALSFINX;0;48;19:45;20;10;35.906;24/09/2025
FATALSFINX;0;48;19:45;20;11;36.301;24/09/2025
FATALSFINX;0;48;19:45;20;12;36.429;24/09/2025
FATALSFINX;0;48;19:45;20;13;38.744;24/09/2025
FATALSFINX;0;48;19:45;20;14;36.117;24/09/2025
FATALSFINX;0;48;19:45;20;15;36.441;24/09/2025
FATALSFINX;0;48;19:45;20;16;36.684;24/09/2025
FATALSFINX;0;48;19:45;20;17;36.358;24/09/2025
FATALSFINX;0;48;19:45;20;18;36.556;24/09/2025
FATALSFINX;0;48;19:45;20;19;35.961;24/09/2025
FATALSFINX;0;48;19:45;20;20;36.078;24/09/2025
FATALSFINX;0;48;19:45;20;21;36.06;24/09/2025
NOTAZDA;0;48;19:45;8;1;39.155;24/09/2025
NOTAZDA;0;48;19:45;8;2;37.742;24/09/2025
NOTAZDA;0;48;19:45;8;3;36.654;24/09/2025
NOTAZDA;0;48;19:45;8;4;36.767;24/09/2025
NOTAZDA;0;48;19:45;8;5;37.064;24/09/2025
NOTAZDA;0;48;19:45;8;6;42.4;24/09/2025
NOTAZDA;0;48;19:45;8;7;36.731;24/09/2025
NOTAZDA;0;48;19:45;8;8;36.76;24/09/2025
NOTAZDA;0;48;19:45;8;9;36.954;24/09/2025
NOTAZDA;0;48;19:45;8;10;37.24;24/09/2025
NOTAZDA;0;48;19:45;8;11;38.095;24/09/2025
NOTAZDA;0;48;19:45;8;12;37.693;24/09/2025
NOTAZDA;0;48;19:45;8;13;37.292;24/09/2025
NOTAZDA;0;48;19:45;8;14;36.523;24/09/2025
NOTAZDA;0;48;19:45;8;15;36.761;24/09/2025
NOTAZDA;0;48;19:45;8;16;40.053;24/09/2025
NOTAZDA;0;48;19:45;8;17;37.527;24/09/2025
NOTAZDA;0;48;19:45;8;18;40.47;24/09/2025
NOTAZDA;0;48;19:45;8;19;38.656;24/09/2025
NOTAZDA;0;48;19:45;8;20;37.76;24/09/2025
APR MATTIAS;0;50;20:15;17;1;36.132;24/09/2025
APR MATTIAS;0;50;20:15;17;2;34.287;24/09/2025
APR MATTIAS;0;50;20:15;17;3;35.403;24/09/2025
APR MATTIAS;0;50;20:15;17;4;34.6;24/09/2025
APR MATTIAS;0;50;20:15;17;5;34.612;24/09/2025
APR MATTIAS;0;50;20:15;17;6;33.975;24/09/2025
APR MATTIAS;0;50;20:15;17;7;34.005;24/09/2025
APR MATTIAS;0;50;20:15;17;8;34.11;24/09/2025
APR MATTIAS;0;50;20:15;17;9;33.995;24/09/2025
APR MATTIAS;0;50;20:15;17;10;34.092;24/09/2025
APR MATTIAS;0;50;20:15;17;11;34.092;24/09/2025
APR MATTIAS;0;50;20:15;17;12;34.015;24/09/2025
APR MATTIAS;0;50;20:15;17;13;34.043;24/09/2025
APR MATTIAS;0;50;20:15;17;14;34.443;24/09/2025
APR MATTIAS;0;50;20:15;17;15;34.072;24/09/2025
APR MATTIAS;0;50;20:15;17;16;33.898;24/09/2025
APR MATTIAS;0;50;20:15;17;17;34.117;24/09/2025
APR MATTIAS;0;50;20:15;17;18;33.954;24/09/2025
APR MATTIAS;0;50;20:15;17;19;34.148;24/09/2025
APR MATTIAS;0;50;20:15;17;20;34.014;24/09/2025
APR MATTIAS;0;50;20:15;17;21;33.921;24/09/2025
APR MATTIAS;0;50;20:15;17;22;34.43;24/09/2025
THIBROODJE;0;50;20:15;8;1;35.501;24/09/2025
THIBROODJE;0;50;20:15;8;2;35.059;24/09/2025
THIBROODJE;0;50;20:15;8;3;34.85;24/09/2025
THIBROODJE;0;50;20:15;8;4;34.588;24/09/2025
THIBROODJE;0;50;20:15;8;5;34.633;24/09/2025
THIBROODJE;0;50;20:15;8;6;34.43;24/09/2025
THIBROODJE;0;50;20:15;8;7;34.541;24/09/2025
THIBROODJE;0;50;20:15;8;8;34.393;24/09/2025
THIBROODJE;0;50;20:15;8;9;34.348;24/09/2025
THIBROODJE;0;50;20:15;8;10;34.38;24/09/2025
THIBROODJE;0;50;20:15;8;11;34.333;24/09/2025
THIBROODJE;0;50;20:15;8;12;34.496;24/09/2025
THIBROODJE;0;50;20:15;8;13;34.691;24/09/2025
THIBROODJE;0;50;20:15;8;14;34.319;24/09/2025
THIBROODJE;0;50;20:15;8;15;34.474;24/09/2025
THIBROODJE;0;50;20:15;8;16;34.399;24/09/2025
THIBROODJE;0;50;20:15;8;17;34.344;24/09/2025
THIBROODJE;0;50;20:15;8;18;34.53;24/09/2025
THIBROODJE;0;50;20:15;8;19;34.324;24/09/2025
THIBROODJE;0;50;20:15;8;20;34.345;24/09/2025
THIBROODJE;0;50;20:15;8;21;34.496;24/09/2025
THIBROODJE;0;50;20:15;8;22;34.243;24/09/2025
JENZIE_;0;50;20:15;20;1;35.259;24/09/2025
JENZIE_;0;50;20:15;20;2;35.831;24/09/2025
JENZIE_;0;50;20:15;20;3;35.337;24/09/2025
JENZIE_;0;50;20:15;20;4;34.938;24/09/2025
JENZIE_;0;50;20:15;20;5;34.775;24/09/2025
JENZIE_;0;50;20:15;20;6;34.572;24/09/2025
JENZIE_;0;50;20:15;20;7;34.938;24/09/2025
JENZIE_;0;50;20:15;20;8;34.477;24/09/2025
JENZIE_;0;50;20:15;20;9;34.429;24/09/2025
JENZIE_;0;50;20:15;20;10;36.294;24/09/2025
JENZIE_;0;50;20:15;20;11;34.356;24/09/2025
JENZIE_;0;50;20:15;20;12;34.541;24/09/2025
JENZIE_;0;50;20:15;20;13;34.582;24/09/2025
JENZIE_;0;50;20:15;20;14;34.736;24/09/2025
JENZIE_;0;50;20:15;20;15;34.367;24/09/2025
JENZIE_;0;50;20:15;20;16;34.429;24/09/2025
JENZIE_;0;50;20:15;20;17;34.501;24/09/2025
JENZIE_;0;50;20:15;20;18;34.584;24/09/2025
JENZIE_;0;50;20:15;20;19;34.872;24/09/2025
JENZIE_;0;50;20:15;20;20;34.493;24/09/2025
JENZIE_;0;50;20:15;20;21;34.41;24/09/2025
JENZIE_;0;50;20:15;20;22;34.7;24/09/2025
D.PEETERS;0;50;20:15;18;1;35.679;24/09/2025
D.PEETERS;0;50;20:15;18;2;35.229;24/09/2025
D.PEETERS;0;50;20:15;18;3;35.153;24/09/2025
D.PEETERS;0;50;20:15;18;4;34.873;24/09/2025
D.PEETERS;0;50;20:15;18;5;35.149;24/09/2025
